job_index,region,requested_gpus,submit_slot,deadline_slot,runtime_slots,declared_job_energy_mwh,declared_job_energy_upper_mwh,runtime_energy_mwh,baseline_start_slot,counterfactual_start_slot,risk_aligned_start_slot,baseline_event_slots,counterfactual_event_slots,baseline_objective_usd,counterfactual_objective_usd,risk_aligned_objective_usd
196,3,1.0,1385,1486,5,5.089282462185221e-06,0.00125,0.00125,1385,1385,1385,0,0,0.00375,0.00375,0.00375
197,0,2.0,7397,7621,128,4.809673886552115e-06,0.064,0.064,7397,7397,7397,8,8,6.096,6.696,6.885698655301586
198,1,1.0,1455,1679,128,1.9314727484418893e-06,0.032,0.032,1455,1455,1455,8,8,3.048,3.348,3.348
199,2,1.0,1166,1846,584,6.2933333333333355e-06,0.146,0.146,1166,1166,1166,48,48,63.8385,65.63850000000001,65.63850000000001
200,3,1.0,1200,1424,128,1.0373055555555563e-05,0.032,0.032,1200,1200,1200,16,16,3.048,3.648,3.648
201,3,2.0,1161,1258,1,9.388440330114133e-07,0.0005,0.0005,1161,1161,1161,0,0,0.0,0.0,0.0
202,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
203,3,1.0,1263,1487,128,1.0373055555555563e-05,0.032,0.032,1263,1263,1263,8,8,3.048,3.348,3.348
204,0,2.0,9265,9489,128,2.583055570913793e-05,0.064,0.064,9265,9265,9265,16,16,6.096,7.296,7.342462664215138
205,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
206,3,2.0,6792,7016,128,4.809673886552115e-06,0.064,0.064,6792,6792,6792,8,8,6.096,6.696,7.598426510899272
207,0,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
208,3,1.0,10820,10930,14,8.029479702710384e-06,0.0035,0.0035,10820,10824,10824,4,0,0.034125,0.055125,0.05749333403231624
209,2,2.0,11492,11590,2,1.4567429055899217e-06,0.001,0.001,11492,11496,11496,2,0,0.00075,0.00675,0.00675
210,3,2.0,2364,2588,128,2.583055570913793e-05,0.064,0.064,2364,2364,2364,16,16,6.096,7.296,7.296
211,2,2.0,4826,5050,128,4.809673886552115e-06,0.064,0.064,4826,4826,4826,8,8,6.096,6.696,6.696
212,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
213,1,2.0,4644,4868,128,4.809673886552115e-06,0.064,0.064,4644,4644,4644,12,12,6.096,6.996,6.996
214,2,1.0,3675,3773,2,5.85e-07,0.0005,0.0005,3675,3675,3675,0,0,0.000375,0.000375,0.000375
215,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
216,2,1.0,7390,7488,2,5.85e-07,0.0005,0.0005,7390,7390,7392,0,0,0.000375,0.000375,0.0019846139492672183
217,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
218,0,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
219,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
220,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
221,2,1.0,4169,4289,24,1.8615120156467018e-06,0.006,0.006,4169,4169,4169,1,1,0.10350000000000001,0.14100000000000001,0.14100000000000001
222,0,1.0,1263,1487,128,1.0373055555555563e-05,0.032,0.032,1263,1263,1263,8,8,3.048,3.348,3.348
223,2,1.0,2264,2488,128,1.9314727484418893e-06,0.032,0.032,2264,2264,2264,16,16,3.048,3.648,3.648
224,1,1.0,9212,9332,24,1.8615120156467018e-06,0.006,0.006,9212,9212,9212,0,0,0.10350000000000001,0.10350000000000001,0.1069371239577638
225,1,1.0,5386,5610,128,1.9314727484418893e-06,0.032,0.032,5386,5386,5386,8,8,3.048,3.348,3.348
226,2,1.0,5392,5616,128,1.9314727484418893e-06,0.032,0.032,5392,5392,5392,8,8,3.048,3.348,3.348
227,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
228,2,1.0,10987,11211,128,1.9314727484418893e-06,0.032,0.032,10987,10987,10987,16,16,3.048,3.648,3.6871104057241926
229,0,2.0,991,1215,128,2.583055570913793e-05,0.064,0.064,991,991,991,8,8,6.096,6.696,6.696
230,1,1.0,5887,6111,128,1.9314727484418893e-06,0.032,0.032,5887,5887,5887,8,8,3.048,3.348,3.65994489168135
231,2,1.0,1844,1964,24,1.8615120156467018e-06,0.006,0.006,1844,1844,1844,0,0,0.10350000000000001,0.10350000000000001,0.10350000000000001
232,3,1.0,8968,9192,128,1.0373055555555563e-05,0.032,0.032,8968,8968,8968,16,16,3.048,3.648,3.667965672620827
233,1,1.0,10705,10929,128,1.0373055555555563e-05,0.032,0.032,10705,10705,10705,16,16,3.048,3.648,3.6906106983843903
234,2,1.0,9330,9427,1,3.770217498256928e-07,0.00025,0.00025,9330,9330,9330,0,0,0.0,0.0,7.709235831999347e-06
235,0,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
236,3,2.0,2550,2670,24,4.635460551220052e-06,0.012,0.012,2550,2568,2568,8,0,0.20700000000000002,0.531,0.531
237,3,2.0,4224,4448,128,4.809673886552115e-06,0.064,0.064,4224,4224,4224,8,8,6.096,6.696,6.696
238,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
239,0,1.0,717,818,5,5.089282462185221e-06,0.00125,0.00125,717,717,717,0,0,0.00375,0.00375,0.00375
240,1,1.0,10588,10685,1,3.770217498256928e-07,0.00025,0.00025,10588,10588,10588,0,0,0.0,0.0,0.0002462229207988347
241,1,4.0,10840,10940,4,5.578152127935781e-06,0.004,0.004,10840,10840,10840,0,0,0.009000000000000001,0.009000000000000001,0.014110869129729997
242,1,1.0,10717,10941,128,1.0373055555555563e-05,0.032,0.032,10717,10717,10717,16,16,3.048,3.648,3.6847193985506954
243,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
244,3,2.0,367,591,128,4.809673886552115e-06,0.064,0.064,367,367,367,8,8,6.096,6.696,6.696
245,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
246,2,1.0,11471,11695,128,1.9314727484418893e-06,0.032,0.032,11471,11471,11471,16,16,3.048,3.648,3.648
247,2,1.0,8266,8364,2,5.85e-07,0.0005,0.0005,8266,8266,8266,0,0,0.000375,0.000375,0.007952541617379887
248,1,1.0,7801,7899,2,6.879278342431555e-06,0.0005,0.0005,7801,7801,7803,0,0,0.000375,0.000375,0.004551754038151459
249,2,1.0,7460,7568,12,1.6482258277285124e-05,0.003,0.003,7460,7464,7464,4,0,0.02475,0.04275,0.04372461833272618
250,0,1.0,1175,1399,128,1.0373055555555563e-05,0.032,0.032,1175,1175,1175,8,8,3.048,3.348,3.348
251,2,1.0,8489,8587,2,5.85e-07,0.0005,0.0005,8489,8489,8489,0,0,0.000375,0.000375,0.009918293484690033
252,0,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
253,1,1.0,1181,1405,128,1.0373055555555563e-05,0.032,0.032,1181,1181,1181,8,8,3.048,3.348,3.348
254,1,1.0,4335,4498,67,2.777608250796142e-06,0.01675,0.01675,4335,4335,4335,8,8,0.829125,1.129125,1.129125
255,3,2.0,930,1154,128,2.583055570913793e-05,0.064,0.064,930,930,930,14,14,6.096,7.146,7.146
256,1,1.0,1263,1487,128,1.0373055555555563e-05,0.032,0.032,1263,1263,1263,8,8,3.048,3.348,3.348
257,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
258,3,1.0,8934,9158,128,1.9314727484418893e-06,0.032,0.032,8934,8934,8934,8,8,3.048,3.348,3.3702392743321896
259,3,1.0,11918,12142,128,1.9314727484418893e-06,0.032,0.032,11918,11918,11918,8,8,3.048,3.348,3.348
260,1,1.0,5051,5154,7,5.9506949454663995e-06,0.00175,0.00175,5051,5064,5064,2,0,0.007875,0.042,0.042
261,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
262,0,1.0,9914,10138,128,1.9314727484418893e-06,0.032,0.032,9914,9914,9914,8,8,3.048,3.348,3.423518650859866
263,1,1.0,198,361,67,2.777608250796142e-06,0.01675,0.01675,198,198,198,8,8,0.829125,1.129125,1.129125
264,1,1.0,7786,8010,128,1.9314727484418893e-06,0.032,0.032,7786,7786,7786,8,8,3.048,3.348,3.757178237527523
265,3,1.0,11918,12142,128,1.9314727484418893e-06,0.032,0.032,11918,11918,11918,8,8,3.048,3.348,3.348
266,3,1.0,7300,7397,1,3.770217498256928e-07,0.00025,0.00025,7300,7300,7301,0,0,0.0,0.0,0.0014447970233329426
267,1,1.0,5597,5695,2,6.879278342431555e-06,0.0005,0.0005,5597,5597,5597,0,0,0.000375,0.000375,0.000375
268,0,8.0,10476,10606,34,3.853680821958894e-05,0.068,0.068,10476,10476,10476,0,0,1.683,1.683,1.782913732168459
269,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
270,1,1.0,10987,11211,128,1.9314727484418893e-06,0.032,0.032,10987,10987,10987,16,16,3.048,3.648,3.684729286032107
271,3,2.0,1755,1855,4,2.4883603649426315e-05,0.002,0.002,1755,1755,1755,0,0,0.0045000000000000005,0.0045000000000000005,0.0045000000000000005
272,2,1.0,8293,8517,128,1.0373055555555563e-05,0.032,0.032,8293,8293,8293,13,13,3.048,3.5355,3.9547714646939363
273,3,1.0,4236,4356,24,1.8615120156467018e-06,0.006,0.006,4236,4236,4236,0,0,0.10350000000000001,0.10350000000000001,0.10350000000000001
274,0,2.0,2431,2543,16,3.93421505093726e-06,0.008,0.008,2431,2431,2431,0,0,0.09,0.09,0.09
275,0,1.0,8489,8587,2,5.85e-07,0.0005,0.0005,8489,8489,8489,0,0,0.000375,0.000375,0.009891427837328883
276,3,2.0,2464,2688,128,2.583055570913793e-05,0.064,0.064,2464,2464,2464,16,16,6.096,7.296,7.296
277,3,16.0,7987,8086,3,3.729110393530697e-05,0.012,0.012,7987,7987,7987,0,0,0.018000000000000002,0.018000000000000002,0.12478271179875249
278,2,1.0,1264,1488,128,1.0373055555555563e-05,0.032,0.032,1264,1264,1264,8,8,3.048,3.348,3.348
279,1,1.0,10711,10935,128,1.0373055555555563e-05,0.032,0.032,10711,10711,10711,16,16,3.048,3.648,3.685082989075616
280,3,1.0,2788,3012,128,2.2713057516842825e-05,0.032,0.032,2788,2788,2788,8,8,3.048,3.348,3.348
281,2,1.0,6554,6778,128,1.9314727484418893e-06,0.032,0.032,6554,6554,6554,8,8,3.048,3.348,3.6617968170798765
282,0,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
283,1,1.0,6255,6358,7,5.9506949454663995e-06,0.00175,0.00175,6255,6255,6255,0,0,0.007875,0.007875,0.01785207878645001
284,1,2.0,1265,1395,34,5.319591318043655e-06,0.017,0.017,1265,1265,1265,0,0,0.42075,0.42075,0.42075
285,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
286,3,1.0,10627,10851,128,1.0373055555555563e-05,0.032,0.032,10627,10627,10627,13,13,3.048,3.5355,3.6147661813048906
287,3,1.0,4620,4740,24,1.8615120156467018e-06,0.006,0.006,4620,4620,4620,0,0,0.10350000000000001,0.10350000000000001,0.10350000000000001
288,3,1.0,10469,10567,2,6.879278342431555e-06,0.0005,0.0005,10469,10469,10471,0,0,0.000375,0.000375,0.0026321714154762324
289,1,1.0,5821,6045,128,1.9314727484418893e-06,0.032,0.032,5821,5821,5821,16,16,3.048,3.648,3.7665013938144436
290,3,1.0,1264,1488,128,1.0373055555555563e-05,0.032,0.032,1264,1264,1264,8,8,3.048,3.348,3.348
291,0,1.0,11830,12054,128,1.9314727484418893e-06,0.032,0.032,11830,11830,11830,8,8,3.048,3.348,3.348
292,1,1.0,5536,5760,128,1.0373055555555563e-05,0.032,0.032,5536,5536,5536,16,16,3.048,3.648,3.648
293,2,1.0,8196,8294,2,5.85e-07,0.0005,0.0005,8196,8196,8196,0,0,0.000375,0.000375,0.0019202401464910191
294,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
295,1,1.0,11130,11228,2,5.85e-07,0.0005,0.0005,11130,11130,11130,0,0,0.000375,0.000375,0.000375
296,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
297,0,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
298,2,1.0,1024,1248,128,1.9314727484418893e-06,0.032,0.032,1024,1024,1024,16,16,3.048,3.648,3.648
299,2,2.0,5914,6594,584,8.416390932462181e-05,0.292,0.292,5914,5914,5914,50,50,127.677,131.42700000000002,133.58519892092866
300,1,1.0,9553,9654,5,5.089282462185221e-06,0.00125,0.00125,9553,9553,9553,0,0,0.00375,0.00375,0.004991747474704823
301,0,1.0,7840,7960,24,1.8615120156467018e-06,0.006,0.006,7840,7848,7848,8,0,0.10350000000000001,0.17550000000000002,0.29654221667702224
302,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
303,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
304,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
305,0,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
306,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
307,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
308,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
309,3,1.0,5390,5614,128,1.9314727484418893e-06,0.032,0.032,5390,5390,5390,8,8,3.048,3.348,3.348
310,3,2.0,929,1153,128,2.583055570913793e-05,0.064,0.064,929,929,929,15,15,6.096,7.221,7.221
311,2,1.0,10987,11211,128,1.9314727484418893e-06,0.032,0.032,10987,10987,10987,16,16,3.048,3.648,3.6871104057241926
312,1,1.0,5438,5662,128,1.0373055555555563e-05,0.032,0.032,5438,5438,5438,16,16,3.048,3.648,3.648
313,3,1.0,2903,3000,1,3.770217498256928e-07,0.00025,0.00025,2903,2903,2903,0,0,0.0,0.0,0.0
314,0,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
315,0,1.0,2638,2862,128,1.0373055555555563e-05,0.032,0.032,2638,2638,2638,16,16,3.048,3.648,3.648
316,2,1.0,7485,7583,2,5.85e-07,0.0005,0.0005,7485,7485,7485,0,0,0.000375,0.000375,0.0031284652078778677
317,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
318,0,1.0,2635,2859,128,1.9314727484418893e-06,0.032,0.032,2635,2635,2635,16,16,3.048,3.648,3.648
319,0,1.0,5279,5503,128,1.9314727484418893e-06,0.032,0.032,5279,5279,5279,8,8,3.048,3.348,3.348
320,3,1.0,2248,2349,5,5.089282462185221e-06,0.00125,0.00125,2248,2248,2248,0,0,0.00375,0.00375,0.00375
321,3,4.0,6960,7090,34,1.4023046148777853e-05,0.034,0.034,6960,6960,6960,8,8,0.8415,2.0415,2.2790030127040866
322,1,1.0,4460,4558,2,6.879278342431555e-06,0.0005,0.0005,4460,4460,4460,0,0,0.000375,0.000375,0.000375
323,1,1.0,5777,5875,2,5.85e-07,0.0005,0.0005,5777,5777,5777,0,0,0.000375,0.000375,0.000375
324,0,2.0,9732,9956,128,4.809673886552115e-06,0.064,0.064,9732,9732,9732,12,12,6.096,6.996,7.032937700274509
325,2,2.0,931,1155,128,2.583055570913793e-05,0.064,0.064,931,931,931,13,13,6.096,7.071,7.071
326,3,1.0,1973,2653,584,6.2933333333333355e-06,0.146,0.146,1973,1973,1973,48,48,63.8385,65.63850000000001,65.63850000000001
327,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
328,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
329,1,1.0,1993,2094,5,5.089282462185221e-06,0.00125,0.00125,1993,1993,1993,0,0,0.00375,0.00375,0.00375
330,1,1.0,6553,6651,2,5.85e-07,0.0005,0.0005,6553,6553,6553,0,0,0.000375,0.000375,0.0018908684815238225
331,0,1.0,6455,6679,128,1.0373055555555563e-05,0.032,0.032,6455,6455,6455,8,8,3.048,3.348,3.424584073338598
332,3,1.0,5786,5884,2,5.85e-07,0.0005,0.0005,5786,5786,5786,0,0,0.000375,0.000375,0.000375
333,0,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
334,2,1.0,5144,5242,2,5.85e-07,0.0005,0.0005,5144,5144,5144,0,0,0.000375,0.000375,0.000375
335,2,1.0,795,915,24,1.8615120156467018e-06,0.006,0.006,795,795,795,0,0,0.10350000000000001,0.10350000000000001,0.10350000000000001
336,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
337,0,1.0,2320,2440,24,1.8615120156467018e-06,0.006,0.006,2320,2320,2320,0,0,0.10350000000000001,0.10350000000000001,0.10350000000000001
338,2,1.0,1263,1487,128,1.0373055555555563e-05,0.032,0.032,1263,1263,1263,8,8,3.048,3.348,3.348
339,2,1.0,8684,8908,128,1.9314727484418893e-06,0.032,0.032,8684,8684,8684,16,16,3.048,3.648,3.827196980954376
340,0,1.0,4430,4654,128,1.9314727484418893e-06,0.032,0.032,4430,4430,4430,8,8,3.048,3.348,3.348
341,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
342,2,1.0,1598,1822,128,1.0373055555555563e-05,0.032,0.032,1598,1598,1598,16,16,3.048,3.648,3.648
343,3,1.0,1558,1782,128,1.9314727484418893e-06,0.032,0.032,1558,1558,1558,8,8,3.048,3.348,3.348
344,3,1.0,1598,1822,128,1.0373055555555563e-05,0.032,0.032,1598,1598,1598,16,16,3.048,3.648,3.648
345,2,1.0,1736,1960,128,1.0373055555555563e-05,0.032,0.032,1736,1736,1736,8,8,3.048,3.348,3.348
346,0,1.0,9910,10008,2,5.85e-07,0.0005,0.0005,9910,9910,9910,0,0,0.000375,0.000375,0.0005612178237325335
347,2,1.0,234,344,14,8.029479702710384e-06,0.0035,0.0035,234,234,234,0,0,0.034125,0.034125,0.034125
348,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
349,2,1.0,7219,7339,24,1.8615120156467018e-06,0.006,0.006,7219,7219,7219,0,0,0.10350000000000001,0.10350000000000001,0.1375215816134985
350,0,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
351,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
352,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
353,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
354,2,1.0,2947,3048,5,5.089282462185221e-06,0.00125,0.00125,2947,2952,2952,5,0,0.00375,0.013125,0.013125
355,3,2.0,8160,8258,2,1.7130495591308653e-05,0.001,0.001,8160,8160,8160,0,0,0.00075,0.00075,0.006951924543372198
356,1,1.0,1175,1399,128,1.0373055555555563e-05,0.032,0.032,1175,1175,1175,8,8,3.048,3.348,3.348
357,0,2.0,9250,9930,584,8.416390932462181e-05,0.292,0.292,9250,9250,9250,48,48,127.677,131.27700000000002,131.42721892970857
358,1,2.0,3978,4079,5,2.359747215134718e-06,0.0025,0.0025,3978,3978,3978,0,0,0.0075,0.0075,0.0075
359,3,1.0,1263,1487,128,1.0373055555555563e-05,0.032,0.032,1263,1263,1263,8,8,3.048,3.348,3.348
360,0,1.0,1263,1487,128,1.0373055555555563e-05,0.032,0.032,1263,1263,1263,8,8,3.048,3.348,3.348
361,1,1.0,10745,10843,2,5.85e-07,0.0005,0.0005,10745,10745,10745,0,0,0.000375,0.000375,0.0008703771337029454
362,3,1.0,7697,7921,128,1.0373055555555563e-05,0.032,0.032,7697,7697,7697,8,8,3.048,3.348,3.7311630395211886
363,1,1.0,1293,1517,128,1.0373055555555563e-05,0.032,0.032,1293,1293,1293,16,16,3.048,3.648,3.648
364,0,2.0,1018,1242,128,2.583055570913793e-05,0.064,0.064,1018,1018,1018,16,16,6.096,7.296,7.296
365,2,1.0,9854,9955,5,5.089282462185221e-06,0.00125,0.00125,9854,9864,9864,3,0,0.00375,0.0225,0.022952105598202377
366,3,1.0,11268,11365,1,3.770217498256928e-07,0.00025,0.00025,11268,11268,11268,0,0,0.0,0.0,0.0
367,2,1.0,3983,4088,9,1.4568381625802296e-05,0.0022500000000000003,0.0022500000000000003,3983,3983,3983,0,0,0.0135,0.0135,0.0135
368,0,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
369,2,1.0,4426,4650,128,1.9314727484418893e-06,0.032,0.032,4426,4426,4426,8,8,3.048,3.348,3.348
370,1,1.0,8489,8587,2,5.85e-07,0.0005,0.0005,8489,8489,8489,0,0,0.000375,0.000375,0.009703962322835779
371,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
372,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
373,3,2.0,4644,4868,128,4.809673886552115e-06,0.064,0.064,4644,4644,4644,12,12,6.096,6.996,6.996
374,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
375,2,1.0,7485,7583,2,5.85e-07,0.0005,0.0005,7485,7485,7485,0,0,0.000375,0.000375,0.0031284652078778677
376,1,1.0,6073,6297,128,1.9314727484418893e-06,0.032,0.032,6073,6073,6073,8,8,3.048,3.348,3.7446167003778728
377,0,2.0,587,811,128,4.809673886552115e-06,0.064,0.064,587,587,587,8,8,6.096,6.696,6.696
378,1,2.0,9452,9577,29,4.996994315531095e-06,0.0145,0.0145,9452,9452,9452,8,8,0.3045,0.9045,0.9106086653356406
379,0,1.0,8588,8812,128,1.9314727484418893e-06,0.032,0.032,8588,8588,8588,16,16,3.048,3.648,3.8868553506324854
380,3,1.0,11771,11995,128,1.0373055555555563e-05,0.032,0.032,11771,11771,11771,16,16,3.048,3.648,3.648
381,3,1.0,10987,11211,128,1.9314727484418893e-06,0.032,0.032,10987,10987,10987,16,16,3.048,3.648,3.6874932778227443
382,1,1.0,4443,4544,5,5.089282462185221e-06,0.00125,0.00125,4443,4443,4443,0,0,0.00375,0.00375,0.00375
383,2,1.0,10675,10899,128,1.0373055555555563e-05,0.032,0.032,10675,10675,10675,8,8,3.048,3.348,3.417062712839584
384,0,1.0,922,1023,5,5.089282462185221e-06,0.00125,0.00125,922,922,922,0,0,0.00375,0.00375,0.00375
385,0,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
386,2,1.0,10711,10935,128,1.0373055555555563e-05,0.032,0.032,10711,10711,10711,16,16,3.048,3.648,3.6857013950677153
387,2,1.0,11044,11268,128,1.9314727484418893e-06,0.032,0.032,11044,11044,11044,8,8,3.048,3.348,3.348
388,2,1.0,730,850,24,1.8615120156467018e-06,0.006,0.006,730,744,744,8,0,0.10350000000000001,0.2295,0.2295
389,3,1.0,4059,4156,1,3.770217498256928e-07,0.00025,0.00025,4059,4059,4059,0,0,0.0,0.0,0.0
390,0,1.0,3688,3786,2,5.85e-07,0.0005,0.0005,3688,3688,3688,0,0,0.000375,0.000375,0.000375
391,1,1.0,10895,11119,128,1.0373055555555563e-05,0.032,0.032,10895,10895,10895,16,16,3.048,3.648,3.7401924179295336
392,0,1.0,1367,1464,1,3.770217498256928e-07,0.00025,0.00025,1367,1367,1367,0,0,0.0,0.0,0.0
393,3,1.0,965,1066,5,5.089282462185221e-06,0.00125,0.00125,965,965,965,0,0,0.00375,0.00375,0.00375
394,2,1.0,8847,8947,4,9.992777777777774e-06,0.001,0.001,8847,8847,8847,0,0,0.0022500000000000003,0.0022500000000000003,0.0025058322245015956
395,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
396,0,1.0,6846,7070,128,1.0373055555555563e-05,0.032,0.032,6846,6846,6846,8,8,3.048,3.348,3.884984396295417
397,0,1.0,1293,1517,128,1.0373055555555563e-05,0.032,0.032,1293,1293,1293,16,16,3.048,3.648,3.648
398,0,1.0,1062,1286,128,1.0373055555555563e-05,0.032,0.032,1062,1062,1062,8,8,3.048,3.348,3.348
399,2,1.0,1175,1399,128,1.0373055555555563e-05,0.032,0.032,1175,1175,1175,8,8,3.048,3.348,3.348
400,0,2.0,4644,4868,128,4.809673886552115e-06,0.064,0.064,4644,4644,4644,12,12,6.096,6.996,6.996
401,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
402,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
403,0,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
404,0,1.0,927,1028,5,5.089282462185221e-06,0.00125,0.00125,927,936,936,4,0,0.00375,0.020625,0.020625
405,0,1.0,7485,7583,2,5.85e-07,0.0005,0.0005,7485,7485,7485,0,0,0.000375,0.000375,0.0017202021860628237
406,3,1.0,2332,2556,128,2.5295833333333346e-05,0.032,0.032,2332,2332,2332,8,8,3.048,3.348,3.348
407,0,1.0,416,514,2,5.85e-07,0.0005,0.0005,416,416,416,0,0,0.000375,0.000375,0.000375
408,3,1.0,5536,5760,128,1.0373055555555563e-05,0.032,0.032,5536,5536,5536,16,16,3.048,3.648,3.648
409,2,1.0,8766,8990,128,1.0373055555555563e-05,0.032,0.032,8766,8766,8766,8,8,3.048,3.348,3.4930000135354993
410,3,1.0,6255,6358,7,5.9506949454663995e-06,0.00175,0.00175,6255,6255,6255,0,0,0.007875,0.007875,0.017714188598567104
411,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
412,1,1.0,5107,5204,1,3.770217498256928e-07,0.00025,0.00025,5107,5107,5107,0,0,0.0,0.0,0.0
