day,slot,observed_total_mw,trace_constrained_total_mw,observed_region_0_mw,trace_constrained_region_0_mw
76,14,37.66591465489324,27.302018354289558,10.501866539023586,6.0
76,15,37.175040425418835,24.0,10.3343568107071,6.0
76,16,38.00033396272529,52.984880606586245,10.293345646622654,10.293345646622654
76,17,39.09891049107699,39.09891049107699,10.261238047175052,10.261238047175052
76,18,38.20937633562397,38.20937633562397,10.331714527448597,10.331714527448597
76,19,38.15651305196125,33.24415462008186,10.271403213596969,8.180205819980245
76,20,38.51158513428864,37.62864725865967,10.543878646963844,9.660940771334879
76,21,39.59891400199911,31.94869743746387,11.110480726589358,6.0
76,22,39.138434435943346,33.12194426219821,10.280118634830252,7.5599253839423
76,23,39.395214038957135,36.188616757739084,10.775805630026024,10.775805630026024
76,24,37.668572336154085,27.83878226167856,10.708434037809258,6.436003983349394
76,25,36.80564814774268,26.670204430529708,10.440201302460244,6.0
76,26,36.45048271785848,26.393970399989534,9.971823846610263,6.0
76,27,36.122992233539705,30.519132113740405,9.749232062191812,9.244663900910552
76,28,36.161436141293876,24.736787855447233,9.75131848889383,6.0
76,29,37.63730424179107,168.7485751971636,10.304355087952988,35.39008434479854
76,30,41.38010137198245,41.38010137198245,11.306733923747718,11.306733923747718
76,31,40.98787538151287,40.98787538151287,11.306733923747718,11.306733923747718
76,32,39.80555732091431,39.80555732091431,11.320241986245199,11.320241986245199
76,33,39.81541698597897,39.81541698597897,11.306733923747718,11.306733923747718
76,34,39.81541698597897,39.81541698597897,11.306733923747718,11.306733923747718
76,35,39.82816495620405,25.56154566921657,11.319481893972796,7.561545669216571
76,36,38.93690973409682,24.0,11.067941386084346,6.0
76,37,38.40023383650812,25.50256728523135,11.004269248765837,6.0
76,38,38.54750324783727,24.0,10.953253982806027,6.0
76,39,38.746185834845484,26.449871334770762,10.826996123808971,6.0
76,40,38.27966140981348,24.0,10.669761985087131,6.0
76,41,35.72309618001189,24.0,9.224558400656765,6.0
76,42,38.97160701192366,35.754463958745006,8.91200589814836,8.453708852525722
76,43,38.65031142615224,33.84480858528883,8.976835775599358,6.0
76,44,37.80513492121524,26.443270804232213,8.995064193876066,6.120839170195268
