day,baseline_quality,mechanism,payment_usd,realized_n1_value_usd,mean_post_contingency_loading,maximum_post_contingency_loading,maximum_binding_contingency_constraints,absolute_error_usd,overpayment_usd
70,Trace-Anchored Reference,N-1 signed linear,-239.9690592915225,-239.42077193616933,1.000000000000002,1.0000000000000022,4,0.5482873553531817,0.0
71,Risk-Constrained Convex Verifier,Base-case exact net value,0.0,300.6742354980106,1.000000000000002,1.0000000000000022,4,300.6742354980106,0.0
71,Risk-Constrained Convex Verifier,N-1 exact net value,-383.2775623569287,300.6742354980106,1.000000000000002,1.0000000000000022,4,683.9517978549393,0.0
71,Risk-Constrained Convex Verifier,N-1 signed linear,-381.83013496102205,300.6742354980106,1.000000000000002,1.0000000000000022,4,682.5043704590327,0.0
71,Trace-Anchored Reference,Base-case exact net value,515.2467060716663,300.6742354980106,1.000000000000002,1.0000000000000022,4,214.57247057365566,214.57247057365566
71,Trace-Anchored Reference,N-1 exact net value,300.26074882693683,300.6742354980106,1.000000000000002,1.0000000000000022,4,0.4134866710737697,0.0
71,Trace-Anchored Reference,N-1 signed linear,302.27693205276677,300.6742354980106,1.000000000000002,1.0000000000000022,4,1.6026965547561645,1.6026965547561645
72,Risk-Constrained Convex Verifier,Base-case exact net value,-1.8189894035458565e-12,-125.44582234697555,1.000000000000002,1.0000000000000022,4,125.44582234697373,125.44582234697373
72,Risk-Constrained Convex Verifier,N-1 exact net value,-255.20318447864156,-125.44582234697555,1.000000000000002,1.0000000000000022,4,129.757362131666,0.0
72,Risk-Constrained Convex Verifier,N-1 signed linear,-254.31493852354058,-125.44582234697555,1.000000000000002,1.0000000000000022,4,128.86911617656503,0.0
72,Trace-Anchored Reference,Base-case exact net value,89.49528738643494,-125.44582234697555,1.000000000000002,1.0000000000000022,4,214.94110973341049,214.94110973341049
72,Trace-Anchored Reference,N-1 exact net value,-127.3642902143747,-125.44582234697555,1.000000000000002,1.0000000000000022,4,1.9184678673991584,0.0
72,Trace-Anchored Reference,N-1 signed linear,-126.06249357478134,-125.44582234697555,1.000000000000002,1.0000000000000022,4,0.6166712278057958,0.0
73,Risk-Constrained Convex Verifier,Base-case exact net value,0.0,-215.69262232429173,1.000000000000002,1.0000000000000022,4,215.69262232429173,215.69262232429173
73,Risk-Constrained Convex Verifier,N-1 exact net value,-307.79727049401845,-215.69262232429173,1.000000000000002,1.0000000000000022,4,92.10464816972672,0.0
73,Risk-Constrained Convex Verifier,N-1 signed linear,-306.4983823140939,-215.69262232429173,1.000000000000002,1.0000000000000022,4,90.80575998980214,0.0
73,Trace-Anchored Reference,Base-case exact net value,76.60315243182777,-215.69262232429173,1.000000000000002,1.0000000000000022,4,292.2957747561195,292.2957747561195
73,Trace-Anchored Reference,N-1 exact net value,-216.5080532373886,-215.69262232429173,1.000000000000002,1.0000000000000022,4,0.8154309130968613,0.0
73,Trace-Anchored Reference,N-1 signed linear,-215.45326342874387,-215.69262232429173,1.000000000000002,1.0000000000000022,4,0.23935889554786627,0.23935889554786627
74,Risk-Constrained Convex Verifier,Base-case exact net value,-3.637978807091713e-12,-40.177695647207656,1.000000000000002,1.0000000000000022,4,40.17769564720402,40.17769564720402
74,Risk-Constrained Convex Verifier,N-1 exact net value,-206.7699655922297,-40.177695647207656,1.000000000000002,1.0000000000000022,4,166.59226994502205,0.0
74,Risk-Constrained Convex Verifier,N-1 signed linear,-206.14963956540683,-40.177695647207656,1.000000000000002,1.0000000000000022,4,165.97194391819917,0.0
74,Trace-Anchored Reference,Base-case exact net value,128.8516647559427,-40.177695647207656,1.000000000000002,1.0000000000000022,4,169.02936040315035,169.02936040315035
74,Trace-Anchored Reference,N-1 exact net value,-41.08182098710131,-40.177695647207656,1.000000000000002,1.0000000000000022,4,0.9041253398936533,0.0
74,Trace-Anchored Reference,N-1 signed linear,-40.254719618028126,-40.177695647207656,1.000000000000002,1.0000000000000022,4,0.07702397082046986,0.0
75,Risk-Constrained Convex Verifier,Base-case exact net value,3.637978807091713e-12,-398.2377693927374,1.000000000000002,1.0000000000000022,4,398.23776939274103,398.23776939274103
75,Risk-Constrained Convex Verifier,N-1 exact net value,-456.34098579106467,-398.2377693927374,1.000000000000002,1.0000000000000022,4,58.10321639832728,0.0
75,Risk-Constrained Convex Verifier,N-1 signed linear,-451.54203160659574,-398.2377693927374,1.000000000000002,1.0000000000000022,4,53.30426221385835,0.0
75,Trace-Anchored Reference,Base-case exact net value,-6.868131959325183,-398.2377693927374,1.000000000000002,1.0000000000000022,4,391.3696374334122,391.3696374334122
75,Trace-Anchored Reference,N-1 exact net value,-399.07389321776463,-398.2377693927374,1.000000000000002,1.0000000000000022,4,0.8361238250272436,0.0
75,Trace-Anchored Reference,N-1 signed linear,-393.3050815190379,-398.2377693927374,1.000000000000002,1.0000000000000022,4,4.932687873699479,4.932687873699479
76,Risk-Constrained Convex Verifier,Base-case exact net value,1.8189894035458565e-12,16.07531314172411,1.000000000000002,1.0000000000000022,4,16.07531314172229,0.0
76,Risk-Constrained Convex Verifier,N-1 exact net value,-220.7486985612104,16.07531314172411,1.000000000000002,1.0000000000000022,4,236.8240117029345,0.0
76,Risk-Constrained Convex Verifier,N-1 signed linear,-219.69889474501875,16.07531314172411,1.000000000000002,1.0000000000000022,4,235.77420788674286,0.0
76,Trace-Anchored Reference,Base-case exact net value,140.76775480722245,16.07531314172411,1.000000000000002,1.0000000000000022,4,124.69244166549834,124.69244166549834
76,Trace-Anchored Reference,N-1 exact net value,14.970672962364915,16.07531314172411,1.000000000000002,1.0000000000000022,4,1.104640179359194,0.0
76,Trace-Anchored Reference,N-1 signed linear,16.166149282628272,16.07531314172411,1.000000000000002,1.0000000000000022,4,0.09083614090416248,0.09083614090416248
77,Risk-Constrained Convex Verifier,Base-case exact net value,7.275957614183426e-12,242.63159197376626,1.0000000000000022,1.0000000000000022,4,242.631591973759,0.0
